query	Identification_Source	Pseudofinder_reason	Disruption	Coverage	Cov_comp	Variant_Type	DP	Preferred_name	COG_category	EC	KEGG_ko	KEGG_Module	Description
MRSS_00575	Match	ORF is 34.8%25 of the average length of hits to this gene.	Align length out range	20.28	Mean Cov	INDEL	5.0	ubiA	H	2.5.1.39	ko:K03179	M00117	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate
MRSS_00576	Match	ORF is 58.8%25 of the average length of hits to this gene.	Align length out range	20.96	Mean Cov	Transition	7.0	ubiA	H	2.5.1.39	ko:K03179	M00117	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate
MRSS_00576	Match	ORF is 58.8%25 of the average length of hits to this gene.	Align length out range	20.96	Mean Cov	INDEL	4.0	ubiA	H	2.5.1.39	ko:K03179	M00117	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate
MRSS_00576	Match	ORF is 58.8%25 of the average length of hits to this gene.	Align length out range	20.96	Mean Cov	INDEL	2.0	ubiA	H	2.5.1.39	ko:K03179	M00117	Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate
MRSS_00578	Manual Only	-	Align length out range	13.06	Low Cov	-	-	-	-	-	-	-	-
MRSS_00582	Manual Only	-	Frameshift/Internal Stop	19.43	Low Cov	-	-	nusB	K	-	ko:K03625	-	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons
MRSS_00594	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00595	Manual Only	-	Align length out range	6.49	Low Cov	-	-	-	-	-	-	-	-
MRSS_00598	Manual Only	-	Premature Stop	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00601	Manual Only	-	Align length out range	17.13	Low Cov	-	-	-	-	-	-	-	-
MRSS_00603	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00605	Manual Only	-	Align length out range	9.13	Low Cov	-	-	-	-	-	-	-	-
MRSS_00613	Match	Predicted fragmentation of a single gene.	Align length out range	12.01	Low Cov	-	-	slp	M	-	ko:K07285	-	Outer Membrane Lipoprotein
MRSS_00614	Match	Predicted fragmentation of a single gene.	Align length out range	2.82	Low Cov	-	-	slp	M	-	ko:K07285	-	Outer Membrane Lipoprotein
MRSS_00616	Match	ORF is 31.0%25 of the average length of hits to this gene.	Align length out range	11.44	Low Cov	-	-	-	L	-	-	-	ISSoEn1, terminal inverted repeat
MRSS_00630	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00631	Match	ORF is 16.2%25 of the average length of hits to this gene.	Align length out range	10.41	Low Cov	-	-	zipA	D	-	ko:K03528	-	Essential cell division protein that stabilizes the FtsZ protofilaments by cross-linking them and that serves as a cytoplasmic membrane anchor for the Z ring. Also required for the recruitment to the septal ring of downstream cell division proteins
MRSS_00634	Match	Predicted fragmentation of a single gene.	Align length out range	22.46	Mean Cov	Transition	18.0	mltF	M	-	ko:K18691	-	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella
MRSS_00635	Match	Predicted fragmentation of a single gene.	Align length out range	21.66	Mean Cov	-	-	mltF	M	-	ko:K18691	-	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella
MRSS_00639	Match	Predicted fragmentation of a single gene.	Align length out range	22.93	Mean Cov	Transition	10.0	visC	CH	-	ko:K18800	M00117	ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6
MRSS_00639	Match	Predicted fragmentation of a single gene.	Align length out range	22.93	Mean Cov	Transition	22.0	visC	CH	-	ko:K18800	M00117	ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6
MRSS_00640	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop; Frameshift	15.91	Low Cov	-	-	visC	CH	-	ko:K18800	M00117	ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6
MRSS_00644	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00645	Manual Only	-	Align length out range	9.65	Low Cov	-	-	-	-	-	-	-	-
MRSS_00657	Manual Only	-	Premature Stop	25.26	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00669	Match	ORF is 32.2%25 of the average length of hits to this gene.	Align length out range	24.29	Mean Cov	-	-	glpG	S	-	ko:K02441	-	Rhomboid-type serine protease that catalyzes intramembrane proteolysis
MRSS_00671	Match	ORF is 17.8%25 of the average length of hits to this gene.	Align length out range	17.58	Low Cov	-	-	tyrR	K	-	ko:K03721	-	Transcriptional regulator of aromatic amino acids metabolism
MRSS_00679	Match	ORF is 35.2%25 of the average length of hits to this gene.	Align length out range	16.37	Low Cov	-	-	-	L	-	-	-	ISSoEn1, terminal inverted repeat
MRSS_00680	Match	ORF is 33.1%25 of the average length of hits to this gene.	Align length out range	13.12	Low Cov	-	-	recF	L	-	ko:K03629	-	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP
MRSS_00685	Manual Only	-	Align length out range	15.9	Low Cov	-	-	-	-	-	-	-	-
MRSS_00688	Manual Only	-	-	26.96	Mean Cov	Transversion	22.0	guaC	F	1.1.1.205,1.7.1.7	ko:K00088,ko:K00364	M00050	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides
MRSS_00699	Match	ORF is 47.6%25 of the average length of hits to this gene.	Align length out range	20.22	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00700	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	21.29	Mean Cov	INDEL	4.0	ubiB	S	-	ko:K03688	-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
MRSS_00700	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	21.29	Mean Cov	Transversion	10.0	ubiB	S	-	ko:K03688	-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
MRSS_00701	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	26.21	Mean Cov	INDEL	5.0	ubiB	S	-	ko:K03688	-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
MRSS_00701	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	26.21	Mean Cov	Transition	16.0	ubiB	S	-	ko:K03688	-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
MRSS_00701	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	26.21	Mean Cov	INDEL	2.0	ubiB	S	-	ko:K03688	-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
MRSS_00702	Match	ORF is 61.5%25 of the average length of hits to this gene.	Align length out range	23.33	Mean Cov	-	-	ubiE	H	2.1.1.163,2.1.1.201	ko:K03183	M00116,M00117	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2- polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2)
MRSS_00704	Manual Only	-	Align length out range	13.77	Low Cov	-	-	-	-	-	-	-	-
MRSS_00707	Manual Only	-	Align length out range	9.01	Low Cov	-	-	-	-	-	-	-	-
MRSS_00709	Manual Only	-	Align length out range	11.18	Low Cov	-	-	-	-	-	-	-	-
MRSS_00710	Match	ORF is 43.5%25 of the average length of hits to this gene.	Align length out range	14.55	Low Cov	-	-	yigA	S	-	ko:K09921	-	protein conserved in bacteria
MRSS_00712	Match	Predicted fragmentation of a single gene.	Align length out range	22.35	Mean Cov	INDEL	2.0	cyaA	F	4.6.1.1	ko:K05851	-	Adenylate cyclase
MRSS_00713	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	25.66	Mean Cov	INDEL	5.0	cyaA	F	4.6.1.1	ko:K05851	-	Adenylate cyclase
MRSS_00713	Match	Predicted fragmentation of a single gene.	Frameshift/Internal Stop	25.66	Mean Cov	INDEL	4.0	cyaA	F	4.6.1.1	ko:K05851	-	Adenylate cyclase
MRSS_00714	Manual Only	-	Truncated; Frameshift/Internal Stop	3.33	Low Cov	-	-	-	-	-	-	-	-
MRSS_00715	Match	ORF is 14.4%25 of the average length of hits to this gene.	Align length out range	4.9	Low Cov	-	-	hemC	H	2.5.1.61	ko:K01749	M00121	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps
MRSS_00718	Match	ORF is 32.6%25 of the average length of hits to this gene.	Align length out range	8.46	Low Cov	-	-	-	L	-	ko:K14060	-	Site-specific recombinases, DNA invertase Pin homologs
MRSS_00719	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00720	Manual Only	-	Align length out range	12.57	Low Cov	-	-	-	-	-	-	-	-
MRSS_00724	Match	ORF is 57.1%25 of the average length of hits to this gene.	Align length out range	14.68	Low Cov	-	-	priC	L	-	ko:K04067	-	Primosomal replication protein n
MRSS_00726	Match	ORF is 12.1%25 of the average length of hits to this gene.	Align length out range	2.7	Low Cov	-	-	pabB	EH	2.6.1.85	ko:K01665	-	Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia
MRSS_00728	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00729	Match	ORF is 39.9%25 of the average length of hits to this gene.	Frameshift/Internal Stop; Frameshift	23.94	Mean Cov	INDEL	3.0	aroC	E	4.2.3.5	ko:K01736	M00022	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system
MRSS_00730	Manual Only	-	Truncated; Frameshift/Internal Stop; Frameshift	19.77	Low Cov	INDEL	4.0	-	-	-	-	-	-
MRSS_00731	Manual Only	-	Align length out range	14.1	Low Cov	-	-	-	-	-	-	-	-
MRSS_00747	Match	ORF is 14.9%25 of the average length of hits to this gene.	Align length out range	-	Mean Cov	-	-	-	L	-	-	-	Transposase DDE domain
MRSS_00751	Manual Only	-	Align length out range	1.88	Low Cov	-	-	-	-	-	-	-	-
MRSS_00752	Match	ORF is 36.5%25 of the average length of hits to this gene.	Align length out range	8.69	Low Cov	-	-	yraP	S	-	-	-	Periplasmic or secreted lipoprotein
MRSS_00771	Match	ORF is 29.9%25 of the average length of hits to this gene.	Align length out range	14.66	Low Cov	-	-	-	L	-	-	-	Transposase DDE domain
MRSS_00772	Manual Only	-	Align length out range	7.9	Low Cov	-	-	-	-	-	-	-	-
MRSS_00773	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00775	Match	ORF is 30.8%25 of the average length of hits to this gene.	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00776	Manual Only	-	Align length out range	19.35	Low Cov	INDEL	4.0	-	-	-	-	-	-
MRSS_00776	Manual Only	-	Align length out range	19.35	Low Cov	INDEL	5.0	-	-	-	-	-	-
MRSS_00783	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00786	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00788	Manual Only	-	Premature Stop	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00789	Manual Only	-	Premature Stop	10.17	Low Cov	Transition	5.0	-	-	-	-	-	-
MRSS_00799	Manual Only	-	Align length out range	7.73	Low Cov	-	-	-	-	-	-	-	-
MRSS_00812	Match	ORF is 27.0%25 of the average length of hits to this gene.	Frameshift/Internal Stop	11.81	Low Cov	-	-	ftsN	D	-	ko:K03591	-	Essential cell division protein that activates septal peptidoglycan synthesis and constriction of the cell. Acts on both sides of the membrane, via interaction with FtsA in the cytoplasm and interaction with the FtsQBL complex in the periplasm. These interactions may induce a conformational switch in both FtsA and FtsQBL, leading to septal peptidoglycan synthesis by FtsI and associated synthases
MRSS_00817	Manual Only	-	Frameshift/Internal Stop; Frameshift	27.6	Mean Cov	Transition	22.0	relA	KT	2.7.6.5	ko:K00951	-	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance
MRSS_00817	Manual Only	-	Frameshift/Internal Stop; Frameshift	27.6	Mean Cov	Transition	32.0	relA	KT	2.7.6.5	ko:K00951	-	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance
MRSS_00818	Match	ORF is 26.9%25 of the average length of hits to this gene.	Align length out range	11.43	Low Cov	-	-	-	L	-	-	-	ISSoEn1, terminal inverted repeat
MRSS_00820	Manual Only	-	Align length out range	21.3	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00823	Manual Only	-	Align length out range	5.58	Low Cov	-	-	-	-	-	-	-	-
MRSS_00838	Match	ORF is 30.5%25 of the average length of hits to this gene.	Align length out range	20.32	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00849	Match	ORF is 61.0%25 of the average length of hits to this gene.	Align length out range	21.72	Mean Cov	-	-	rodZ	S	-	ko:K15539	-	Cytoskeletal protein that is involved in cell-shape control through regulation of the length of the long axis
MRSS_00850	Match	ORF is 31.8%25 of the average length of hits to this gene.	Frameshift/Internal Stop; Frameshift; Low Identity	19.87	Low Cov	-	-	-	L	-	-	-	ISSoEn1, terminal inverted repeat
MRSS_00853	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00854	Manual Only	-	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00859	Match	ORF is 38.2%25 of the average length of hits to this gene.	Frameshift/Internal Stop; Frameshift	18.42	Low Cov	-	-	phoP	K	-	ko:K07660	M00444,M00709,M00721,M00723,M00724,M00744	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
MRSS_00860	Match	ORF is 15.0%25 of the average length of hits to this gene.	Align length out range	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00871	Match	ORF is 44.3%25 of the average length of hits to this gene.	Align length out range	12.65	Low Cov	-	-	ompA	M	-	ko:K03286	-	Belongs to the ompA family
MRSS_00882	Manual Only	-	Premature Stop	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00883	Manual Only	-	Premature Stop	-	Mean Cov	-	-	-	-	-	-	-	-
MRSS_00890	Manual Only	-	Align length out range	9.18	Low Cov	-	-	-	-	-	-	-	-
