query	has_internal_stop	first_internal_pos_nt	cds_length	ref_id	aa_mag_len	aa_ref_len	length_ratio	is_pseudogene
MRSS_00335	0	NaN	99	WP_011410900.1	32.0	312.0	0.1025641025641025	True
MRSS_00336	0	NaN	456	WP_011410167.1	151.0	151.0	1.0	False
MRSS_00337	0	NaN	363	WP_011410474.1	120.0	114.0	1.0526315789473684	False
MRSS_00338	0	NaN	204	WP_198408768.1	67.0	186.0	0.3602150537634409	True
MRSS_00339	0	NaN	165	WP_083764717.1	54.0	210.0	0.2571428571428571	True
MRSS_00340	0	NaN	360	WP_011410119.1	119.0	119.0	1.0	False
MRSS_00341	0	NaN	177	WP_011410118.1	58.0	209.0	0.277511961722488	True
MRSS_00342	0	NaN	1014	WP_011410117.1	337.0	339.0	0.9941002949852508	False
MRSS_00343	0	NaN	216	WP_001144069.1	71.0	71.0	1.0	False
MRSS_00344	0	NaN	1752	WP_011410116.1	583.0	582.0	1.0017182130584192	False
MRSS_00345	0	NaN	1845	WP_011410115.1	614.0	615.0	0.9983739837398374	False
MRSS_00346	0	NaN	831	WP_011410354.1	276.0	417.0	0.6618705035971223	True
MRSS_00347	0	NaN	198	WP_041866639.1	65.0	429.0	0.1515151515151515	True
MRSS_00348	0	NaN	483	WP_011410672.1	160.0	156.0	1.0256410256410255	False
MRSS_00349	0	NaN	147	WP_424141177.1	48.0	264.0	0.1818181818181818	True
MRSS_00350	0	NaN	555	WP_011411759.1	184.0	184.0	1.0	False
MRSS_00351	0	NaN	273	WP_011410900.1	90.0	312.0	0.2884615384615384	True
MRSS_00352	0	NaN	696	WP_011411757.1	231.0	231.0	1.0	False
MRSS_00353	0	NaN	1530	WP_011410670.1	509.0	509.0	1.0	False
MRSS_00354	0	NaN	444	WP_011410671.1	147.0	292.0	0.5034246575342466	True
MRSS_00355	0	NaN	822	WP_011410281.1	273.0	273.0	1.0	False
MRSS_00356	0	NaN	951	WP_011410280.1	316.0	316.0	1.0	False
MRSS_00357	0	NaN	579	WP_011410278.1	192.0	168.0	1.1428571428571428	False
MRSS_00358	0	NaN	2817	WP_011410277.1	938.0	938.0	1.0	False
MRSS_00359	0	NaN	954	WP_011410276.1	317.0	312.0	1.016025641025641	False
MRSS_00360	0	NaN	381	WP_011410078.1	126.0	127.0	0.9921259842519684	False
MRSS_00361	0	NaN	1371	WP_011410077.1	456.0	456.0	1.0	False
MRSS_00362	0	NaN	1260	WP_011410075.1	419.0	419.0	1.0	False
MRSS_00363	0	NaN	255	WP_011410074.1	84.0	84.0	1.0	False
MRSS_00364	0	NaN	78	NaN	NaN	NaN	NaN	False
MRSS_00365	0	NaN	477	WP_011410344.1	158.0	163.0	0.9693251533742332	False
MRSS_00366	0	NaN	753	WP_011410345.1	250.0	252.0	0.992063492063492	False
MRSS_00367	0	NaN	204	WP_011409963.1	67.0	307.0	0.2182410423452769	True
MRSS_00368	0	NaN	261	WP_011411656.1	86.0	86.0	1.0	False
MRSS_00369	0	NaN	1575	WP_011411657.1	524.0	542.0	0.966789667896679	False
MRSS_00370	0	NaN	951	WP_011410171.1	316.0	342.0	0.9239766081871345	False
MRSS_00371	0	NaN	567	WP_011410172.1	188.0	188.0	1.0	False
MRSS_00372	0	NaN	774	WP_011411236.1	257.0	286.0	0.8986013986013986	False
MRSS_00373	0	NaN	1341	WP_011409949.1	446.0	504.0	0.8849206349206349	False
MRSS_00374	0	NaN	858	WP_011409952.1	285.0	285.0	1.0	False
MRSS_00375	0	NaN	1098	WP_011410760.1	365.0	366.0	0.9972677595628416	False
MRSS_00376	0	NaN	222	WP_011410547.1	73.0	1054.0	0.0692599620493358	True
MRSS_00377	0	NaN	825	WP_011410291.1	274.0	274.0	1.0	False
MRSS_00378	0	NaN	2367	WP_011410290.1	788.0	780.0	1.0102564102564102	False
MRSS_00379	0	NaN	1296	WP_011410289.1	431.0	431.0	1.0	False
MRSS_00380	0	NaN	171	WP_011279223.1	56.0	305.0	0.1836065573770491	True
MRSS_00381	0	NaN	249	WP_011411774.1	82.0	217.0	0.3778801843317972	True
MRSS_00382	0	NaN	810	WP_011410287.1	269.0	272.0	0.9889705882352942	False
MRSS_00383	0	NaN	378	WP_011410286.1	125.0	125.0	1.0	False
MRSS_00384	0	NaN	822	WP_011410285.1	273.0	282.0	0.9680851063829788	False
MRSS_00385	0	NaN	486	WP_011410284.1	161.0	161.0	1.0	False
MRSS_00386	0	NaN	3219	WP_011410283.1	1072.0	1074.0	0.9981378026070764	False
MRSS_00387	0	NaN	1161	WP_011410282.1	386.0	384.0	1.0052083333333333	False
MRSS_00388	0	NaN	720	WP_011411764.1	239.0	239.0	1.0	False
MRSS_00389	0	NaN	1080	WP_011411767.1	359.0	357.0	1.0056022408963583	False
MRSS_00390	0	NaN	249	WP_011411766.1	82.0	90.0	0.9111111111111112	False
MRSS_00391	0	NaN	1092	WP_011411765.1	363.0	363.0	1.0	False
MRSS_00392	0	NaN	192	WP_011412125.1	63.0	539.0	0.1168831168831168	True
MRSS_00393	0	NaN	363	WP_011410524.1	120.0	303.0	0.396039603960396	True
MRSS_00394	0	NaN	162	WP_011410504.1	53.0	854.0	0.0620608899297423	True
MRSS_00395	0	NaN	726	WP_011410064.1	241.0	241.0	1.0	False
MRSS_00396	0	NaN	549	WP_041866547.1	182.0	180.0	1.011111111111111	False
MRSS_00397	0	NaN	597	WP_011410066.1	198.0	192.0	1.03125	False
MRSS_00398	0	NaN	288	WP_011410900.1	95.0	312.0	0.3044871794871794	True
MRSS_00399	0	NaN	480	WP_011410061.1	159.0	159.0	1.0	False
MRSS_00400	0	NaN	861	WP_011410060.1	286.0	284.0	1.0070422535211268	False
MRSS_00401	0	NaN	543	WP_011410455.1	180.0	180.0	1.0	False
MRSS_00402	0	NaN	1368	WP_243466253.1	455.0	463.0	0.9827213822894167	False
MRSS_00403	0	NaN	507	WP_011410462.1	168.0	168.0	1.0	False
MRSS_00404	0	NaN	810	WP_011412142.1	269.0	268.0	1.0037313432835822	False
MRSS_00405	0	NaN	618	WP_011410890.1	205.0	356.0	0.5758426966292135	True
MRSS_00406	0	NaN	624	WP_050747702.1	207.0	109.0	1.8990825688073396	False
MRSS_00407	0	NaN	528	WP_011411940.1	175.0	175.0	1.0	False
MRSS_00408	0	NaN	2838	WP_011411941.1	945.0	947.0	0.9978880675818372	False
MRSS_00409	0	NaN	1047	WP_011411948.1	348.0	343.0	1.0145772594752187	False
MRSS_00410	0	NaN	1104	WP_011411250.1	367.0	366.0	1.0027322404371584	False
MRSS_00411	0	NaN	924	WP_011410647.1	307.0	307.0	1.0	False
MRSS_00412	0	NaN	135	WP_011410646.1	44.0	159.0	0.2767295597484276	True
MRSS_00413	0	NaN	2574	WP_041866643.1	857.0	857.0	1.0	False
MRSS_00414	0	NaN	732	WP_011410335.1	243.0	243.0	1.0	False
MRSS_00415	0	NaN	969	WP_011410336.1	322.0	326.0	0.9877300613496932	False
MRSS_00416	0	NaN	1080	WP_011410695.1	359.0	275.0	1.3054545454545454	False
MRSS_00417	0	NaN	177	WP_011410900.1	58.0	312.0	0.1858974358974359	True
MRSS_00418	0	NaN	300	WP_070108739.1	99.0	99.0	1.0	False
MRSS_00419	0	NaN	825	WP_011411677.1	274.0	274.0	1.0	False
MRSS_00420	0	NaN	108	WP_011411678.1	35.0	129.0	0.2713178294573643	True
MRSS_00421	0	NaN	963	WP_011411990.1	320.0	320.0	1.0	False
MRSS_00422	0	NaN	390	WP_011411082.1	129.0	247.0	0.5222672064777328	True
MRSS_00423	0	NaN	363	WP_011411081.1	120.0	323.0	0.3715170278637771	True
MRSS_00424	0	NaN	246	WP_011411081.1	81.0	323.0	0.2507739938080495	True
MRSS_00425	0	NaN	180	WP_011411081.1	59.0	323.0	0.1826625386996904	True
MRSS_00426	0	NaN	825	WP_011411810.1	274.0	274.0	1.0	False
MRSS_00427	0	NaN	2265	WP_011412119.1	754.0	844.0	0.8933649289099526	False
MRSS_00428	0	NaN	1563	WP_011410514.1	520.0	520.0	1.0	False
MRSS_00429	0	NaN	576	WP_011410513.1	191.0	190.0	1.0052631578947369	False
MRSS_00430	0	NaN	72	NaN	NaN	NaN	NaN	False
MRSS_00431	0	NaN	78	NaN	NaN	NaN	NaN	False
MRSS_00432	1	37.0	93	NaN	NaN	NaN	NaN	True
MRSS_00433	0	NaN	186	WP_011410512.1	61.0	61.0	1.0	False
MRSS_00434	0	NaN	2628	WP_011410511.1	875.0	875.0	1.0	False
MRSS_00435	0	NaN	348	WP_011409963.1	115.0	307.0	0.3745928338762215	True
MRSS_00436	0	NaN	219	WP_011412100.1	72.0	72.0	1.0	False
MRSS_00437	0	NaN	2070	WP_011409877.1	689.0	689.0	1.0	False
MRSS_00438	0	NaN	876	WP_011409876.1	291.0	304.0	0.9572368421052632	False
MRSS_00439	0	NaN	885	WP_011410675.1	294.0	394.0	0.7461928934010152	True
MRSS_00440	0	NaN	189	WP_011410675.1	62.0	394.0	0.1573604060913705	True
MRSS_00441	0	NaN	312	WP_011410134.1	103.0	631.0	0.1632329635499207	True
MRSS_00442	0	NaN	381	WP_011411145.1	126.0	701.0	0.1797432239657632	True
MRSS_00443	0	NaN	723	WP_011411145.1	240.0	701.0	0.3423680456490727	True
MRSS_00444	0	NaN	171	WP_011411145.1	56.0	701.0	0.0798858773181169	True
MRSS_00445	0	NaN	1293	WP_011410723.1	430.0	430.0	1.0	False
MRSS_00446	0	NaN	519	WP_011410724.1	172.0	170.0	1.011764705882353	False
MRSS_00447	0	NaN	756	WP_011410725.1	251.0	246.0	1.0203252032520325	False
MRSS_00448	0	NaN	864	WP_011412025.1	287.0	287.0	1.0	False
MRSS_00449	0	NaN	264	WP_011409963.1	87.0	307.0	0.2833876221498371	True
MRSS_00450	0	NaN	1071	WP_011411170.1	356.0	356.0	1.0	False
MRSS_00451	0	NaN	1011	WP_011410878.1	336.0	336.0	1.0	False
MRSS_00452	0	NaN	1923	WP_011410881.1	640.0	640.0	1.0	False
MRSS_00453	0	NaN	654	WP_011410126.1	217.0	217.0	1.0	False
MRSS_00454	0	NaN	912	WP_011410769.1	303.0	303.0	1.0	False
MRSS_00455	0	NaN	111	WP_011410900.1	36.0	312.0	0.1153846153846153	True
MRSS_00456	0	NaN	1065	WP_050747797.1	354.0	84.0	4.214285714285714	False
MRSS_00457	0	NaN	633	WP_243466091.1	210.0	129.0	1.627906976744186	False
MRSS_00458	0	NaN	666	WP_050747798.1	221.0	166.0	1.3313253012048192	False
MRSS_00459	0	NaN	729	WP_011410751.1	242.0	434.0	0.5576036866359447	True
MRSS_00460	0	NaN	816	WP_011410750.1	271.0	265.0	1.0226415094339625	False
MRSS_00461	0	NaN	1026	WP_011409902.1	341.0	365.0	0.9342465753424658	False
MRSS_00462	0	NaN	492	WP_050747556.1	163.0	201.0	0.8109452736318408	False
MRSS_00463	0	NaN	1749	WP_011412221.1	582.0	458.0	1.2707423580786026	False
MRSS_00464	0	NaN	756	WP_083764893.1	251.0	424.0	0.5919811320754716	True
MRSS_00465	0	NaN	327	WP_011411156.1	108.0	454.0	0.237885462555066	True
MRSS_00466	0	NaN	1422	WP_011410124.1	473.0	481.0	0.9833679833679834	False
MRSS_00467	0	NaN	129	WP_011410123.1	42.0	937.0	0.0448239060832443	True
MRSS_00468	0	NaN	180	WP_011411753.1	59.0	187.0	0.3155080213903743	True
MRSS_00469	0	NaN	426	WP_011411754.1	141.0	141.0	1.0	False
MRSS_00470	0	NaN	1359	WP_041867161.1	452.0	451.0	1.0022172949002215	False
MRSS_00471	0	NaN	213	WP_011410889.1	70.0	203.0	0.3448275862068966	True
MRSS_00472	0	NaN	1419	WP_011411501.1	472.0	473.0	0.9978858350951374	False
MRSS_00473	1	4.0	78	NaN	NaN	NaN	NaN	True
MRSS_00474	0	NaN	78	NaN	NaN	NaN	NaN	False
MRSS_00475	0	NaN	1791	WP_011411086.1	596.0	596.0	1.0	False
MRSS_00476	0	NaN	258	WP_070108730.1	85.0	331.0	0.256797583081571	True
MRSS_00477	0	NaN	747	WP_011410859.1	248.0	251.0	0.9880478087649402	False
MRSS_00478	0	NaN	183	WP_011410858.1	60.0	60.0	1.0	False
MRSS_00479	0	NaN	1005	WP_041866934.1	334.0	332.0	1.0060240963855422	False
MRSS_00480	0	NaN	339	WP_011412205.1	112.0	112.0	1.0	False
MRSS_00481	0	NaN	816	WP_011412206.1	271.0	273.0	0.9926739926739928	False
MRSS_00482	0	NaN	1002	WP_011409875.1	333.0	333.0	1.0	False
MRSS_00483	0	NaN	270	WP_011411162.1	89.0	89.0	1.0	False
MRSS_00484	0	NaN	813	WP_011411163.1	270.0	270.0	1.0	False
MRSS_00485	0	NaN	684	WP_011411164.1	227.0	225.0	1.008888888888889	False
MRSS_00486	0	NaN	1401	WP_011410875.1	466.0	466.0	1.0	False
MRSS_00487	0	NaN	186	WP_011410465.1	61.0	151.0	0.4039735099337748	True
MRSS_00488	0	NaN	198	WP_011410600.1	65.0	462.0	0.1406926406926407	True
MRSS_00489	0	NaN	105	WP_041866902.1	34.0	77.0	0.4415584415584415	True
MRSS_00490	1	37.0	75	NaN	NaN	NaN	NaN	True
MRSS_00491	0	NaN	867	WP_011410569.1	288.0	290.0	0.993103448275862	False
MRSS_00492	0	NaN	1377	WP_011410568.1	458.0	457.0	1.0021881838074398	False
MRSS_00493	1	22.0	75	NaN	NaN	NaN	NaN	True
MRSS_00494	0	NaN	312	WP_009639175.1	103.0	103.0	1.0	False
MRSS_00495	0	NaN	630	WP_011412088.1	209.0	209.0	1.0	False
MRSS_00496	0	NaN	606	WP_011412087.1	201.0	201.0	1.0	False
MRSS_00497	0	NaN	306	WP_011412086.1	101.0	100.0	1.01	False
MRSS_00498	0	NaN	822	WP_011412085.1	273.0	273.0	1.0	False
MRSS_00499	0	NaN	279	WP_011412084.1	92.0	92.0	1.0	False
MRSS_00500	0	NaN	333	WP_011412083.1	110.0	110.0	1.0	False
MRSS_00501	0	NaN	699	WP_011412082.1	232.0	232.0	1.0	False
MRSS_00502	0	NaN	411	WP_011412081.1	136.0	136.0	1.0	False
MRSS_00503	0	NaN	198	WP_011412080.1	65.0	63.0	1.031746031746032	False
MRSS_00504	0	NaN	255	WP_011412079.1	84.0	84.0	1.0	False
MRSS_00505	0	NaN	372	WP_011412078.1	123.0	123.0	1.0	False
MRSS_00506	0	NaN	315	WP_011412077.1	104.0	104.0	1.0	False
MRSS_00507	0	NaN	561	WP_011412076.1	186.0	179.0	1.0391061452513966	False
MRSS_00508	0	NaN	306	WP_011412075.1	101.0	101.0	1.0	False
MRSS_00509	0	NaN	393	WP_011412074.1	130.0	130.0	1.0	False
MRSS_00510	0	NaN	534	WP_011412073.1	177.0	177.0	1.0	False
MRSS_00511	0	NaN	354	WP_011412072.1	117.0	117.0	1.0	False
MRSS_00512	0	NaN	501	WP_011412071.1	166.0	166.0	1.0	False
MRSS_00513	0	NaN	180	WP_011412070.1	59.0	59.0	1.0	False
MRSS_00514	0	NaN	435	WP_011412069.1	144.0	144.0	1.0	False
MRSS_00515	0	NaN	1332	WP_011412068.1	443.0	443.0	1.0	False
MRSS_00516	0	NaN	117	WP_002227352.1	38.0	38.0	1.0	False
MRSS_00517	0	NaN	357	WP_011412067.1	118.0	118.0	1.0	False
MRSS_00518	0	NaN	390	WP_011412066.1	129.0	129.0	1.0	False
MRSS_00519	0	NaN	621	WP_011412065.1	206.0	206.0	1.0	False
MRSS_00520	0	NaN	990	WP_011412064.1	329.0	329.0	1.0	False
MRSS_00521	0	NaN	396	WP_011412063.1	131.0	131.0	1.0	False
MRSS_00522	0	NaN	975	WP_011410908.1	324.0	351.0	0.9230769230769232	False
MRSS_00523	0	NaN	756	WP_011411203.1	251.0	250.0	1.004	False
MRSS_00524	0	NaN	525	WP_011411202.1	174.0	176.0	0.9886363636363636	False
MRSS_00525	0	NaN	948	WP_011410414.1	315.0	315.0	1.0	False
MRSS_00526	0	NaN	321	WP_011410415.1	106.0	106.0	1.0	False
MRSS_00527	0	NaN	939	WP_011410900.1	312.0	312.0	1.0	False
MRSS_00528	0	NaN	1773	WP_011410416.1	590.0	590.0	1.0	False
MRSS_00529	0	NaN	1488	WP_011410417.1	495.0	495.0	1.0	False
MRSS_00530	0	NaN	1362	WP_011410418.1	453.0	455.0	0.9956043956043956	False
MRSS_00531	0	NaN	1083	WP_011410419.1	360.0	360.0	1.0	False
MRSS_00532	0	NaN	1314	WP_011410420.1	437.0	438.0	0.997716894977169	False
MRSS_00533	0	NaN	1203	WP_011410421.1	400.0	400.0	1.0	False
MRSS_00534	0	NaN	1068	WP_011410422.1	355.0	355.0	1.0	False
MRSS_00535	0	NaN	1482	WP_011410423.1	493.0	490.0	1.006122448979592	False
MRSS_00536	0	NaN	834	WP_011410424.1	277.0	278.0	0.9964028776978416	False
MRSS_00537	0	NaN	1257	WP_011410425.1	418.0	418.0	1.0	False
MRSS_00538	0	NaN	1161	WP_011410426.1	386.0	386.0	1.0	False
MRSS_00539	0	NaN	927	WP_011410427.1	308.0	305.0	1.0098360655737706	False
MRSS_00540	0	NaN	528	WP_011410428.1	175.0	175.0	1.0	False
MRSS_00541	0	NaN	2712	WP_011410430.1	903.0	902.0	1.001108647450111	False
MRSS_00542	0	NaN	426	WP_011412031.1	141.0	141.0	1.0	False
MRSS_00543	0	NaN	624	WP_011412032.1	207.0	207.0	1.0	False
MRSS_00544	0	NaN	276	WP_011412033.1	91.0	91.0	1.0	False
MRSS_00545	0	NaN	2106	WP_011412034.1	701.0	702.0	0.9985754985754984	False
MRSS_00546	0	NaN	1212	WP_011411451.1	403.0	403.0	1.0	False
MRSS_00547	0	NaN	732	WP_011410566.1	243.0	239.0	1.0167364016736402	False
MRSS_00548	0	NaN	1014	WP_011410857.1	337.0	337.0	1.0	False
MRSS_00549	0	NaN	1749	WP_011410856.1	582.0	582.0	1.0	False
MRSS_00550	0	NaN	594	WP_011410900.1	197.0	312.0	0.6314102564102564	True
MRSS_00551	0	NaN	807	WP_011411191.1	268.0	268.0	1.0	False
MRSS_00552	0	NaN	1194	WP_011412272.1	397.0	428.0	0.927570093457944	False
MRSS_00553	0	NaN	87	NaN	NaN	NaN	NaN	False
MRSS_00554	0	NaN	1833	WP_011411002.1	610.0	610.0	1.0	False
MRSS_00555	0	NaN	549	WP_011411003.1	182.0	182.0	1.0	False
MRSS_00556	1	19.0	75	NaN	NaN	NaN	NaN	True
MRSS_00557	0	NaN	1470	WP_011410023.1	489.0	489.0	1.0	False
MRSS_00558	0	NaN	1893	WP_162010790.1	630.0	628.0	1.0031847133757965	False
MRSS_00559	0	NaN	645	WP_011410556.1	214.0	214.0	1.0	False
MRSS_00560	0	NaN	111	WP_198408723.1	36.0	195.0	0.1846153846153846	True
MRSS_00561	0	NaN	267	WP_011410557.1	88.0	335.0	0.2626865671641791	True
MRSS_00562	0	NaN	873	WP_011410716.1	290.0	290.0	1.0	False
MRSS_00563	0	NaN	1185	WP_011410715.1	394.0	388.0	1.0154639175257731	False
MRSS_00564	0	NaN	1161	WP_011410714.1	386.0	396.0	0.9747474747474748	False
MRSS_00565	0	NaN	2808	WP_011410713.1	935.0	935.0	1.0	False
MRSS_00566	0	NaN	396	WP_011410711.1	131.0	588.0	0.2227891156462585	True
MRSS_00567	0	NaN	105	WP_011410996.1	34.0	148.0	0.2297297297297297	True
MRSS_00568	0	NaN	612	WP_011410890.1	203.0	356.0	0.5702247191011236	True
MRSS_00569	0	NaN	1044	WP_011410020.1	347.0	347.0	1.0	False
MRSS_00570	0	NaN	948	WP_011410021.1	315.0	323.0	0.9752321981424148	False
MRSS_00571	0	NaN	489	WP_011410022.1	162.0	162.0	1.0	False
MRSS_00572	0	NaN	753	WP_011411234.1	250.0	252.0	0.992063492063492	False
MRSS_00573	0	NaN	168	WP_011410900.1	55.0	312.0	0.1762820512820513	True
MRSS_00574	0	NaN	2460	WP_011411954.1	819.0	819.0	1.0	False
MRSS_00575	0	NaN	309	WP_424141182.1	102.0	274.0	0.3722627737226277	True
MRSS_00576	0	NaN	510	WP_424141182.1	169.0	274.0	0.6167883211678832	True
MRSS_00577	0	NaN	78	NaN	NaN	NaN	NaN	False
MRSS_00578	0	NaN	195	WP_011410694.1	64.0	381.0	0.1679790026246719	True
MRSS_00579	0	NaN	1239	WP_279379468.1	412.0	156.0	2.641025641025641	False
MRSS_00580	0	NaN	501	WP_011410408.1	166.0	166.0	1.0	False
MRSS_00581	0	NaN	987	WP_011410407.1	328.0	328.0	1.0	False
MRSS_00582	0	NaN	303	WP_011410406.1	100.0	139.0	0.7194244604316546	True
MRSS_00583	0	NaN	471	WP_011410405.1	156.0	156.0	1.0	False
MRSS_00584	0	NaN	1161	WP_011410404.1	386.0	375.0	1.0293333333333334	False
MRSS_00585	0	NaN	450	WP_011410403.1	149.0	149.0	1.0	False
MRSS_00586	0	NaN	972	WP_050747925.1	323.0	303.0	1.066006600660066	False
MRSS_00587	0	NaN	1872	WP_011410401.1	623.0	615.0	1.0130081300813008	False
MRSS_00588	0	NaN	333	WP_011410400.1	110.0	110.0	1.0	False
MRSS_00589	0	NaN	1149	WP_011410399.1	382.0	382.0	1.0	False
MRSS_00590	0	NaN	1098	WP_011410398.1	365.0	353.0	1.0339943342776203	False
MRSS_00591	0	NaN	1008	WP_011411424.1	335.0	335.0	1.0	False
MRSS_00592	0	NaN	1341	WP_011411423.1	446.0	446.0	1.0	False
MRSS_00593	0	NaN	906	WP_011411422.1	301.0	300.0	1.0033333333333334	False
MRSS_00594	0	NaN	111	WP_011410906.1	36.0	846.0	0.0425531914893617	True
MRSS_00595	0	NaN	183	WP_243466234.1	60.0	348.0	0.1724137931034483	True
MRSS_00596	0	NaN	75	NaN	NaN	NaN	NaN	False
MRSS_00597	0	NaN	84	NaN	NaN	NaN	NaN	False
MRSS_00598	1	25.0	75	NaN	NaN	NaN	NaN	True
MRSS_00599	0	NaN	1941	WP_011411334.1	646.0	644.0	1.0031055900621118	False
MRSS_00600	0	NaN	1671	WP_011410263.1	556.0	554.0	1.0036101083032491	False
MRSS_00601	0	NaN	231	WP_041866838.1	76.0	112.0	0.6785714285714286	True
MRSS_00602	0	NaN	720	WP_011410900.1	239.0	312.0	0.7660256410256411	False
MRSS_00603	0	NaN	102	WP_041867024.1	33.0	152.0	0.2171052631578947	True
MRSS_00604	0	NaN	594	WP_011411230.1	197.0	199.0	0.9899497487437184	False
MRSS_00605	0	NaN	156	WP_050747478.1	51.0	119.0	0.4285714285714285	True
MRSS_00606	0	NaN	351	WP_011412129.1	116.0	73.0	1.5890410958904109	False
MRSS_00607	0	NaN	2307	WP_011411580.1	768.0	488.0	1.5737704918032789	False
MRSS_00608	0	NaN	735	WP_011410139.1	244.0	244.0	1.0	False
MRSS_00609	0	NaN	669	WP_011410953.1	222.0	222.0	1.0	False
MRSS_00610	0	NaN	708	WP_011410954.1	235.0	238.0	0.9873949579831932	False
MRSS_00611	0	NaN	732	WP_011410955.1	243.0	243.0	1.0	False
MRSS_00612	0	NaN	912	WP_011410956.1	303.0	242.0	1.2520661157024793	False
MRSS_00613	0	NaN	360	WP_011411365.1	119.0	623.0	0.1910112359550561	True
MRSS_00614	0	NaN	141	WP_011410644.1	46.0	433.0	0.1062355658198614	True
MRSS_00615	0	NaN	702	WP_011411160.1	233.0	233.0	1.0	False
MRSS_00616	0	NaN	201	WP_011410900.1	66.0	312.0	0.2115384615384615	True
MRSS_00617	0	NaN	1224	WP_011410121.1	407.0	415.0	0.980722891566265	False
MRSS_00618	0	NaN	687	WP_041866748.1	228.0	225.0	1.0133333333333334	False
MRSS_00619	0	NaN	423	WP_011410721.1	140.0	140.0	1.0	False
MRSS_00620	0	NaN	720	WP_011410722.1	239.0	294.0	0.8129251700680272	False
MRSS_00621	0	NaN	576	WP_011412132.1	191.0	191.0	1.0	False
MRSS_00622	0	NaN	1815	WP_011410409.1	604.0	620.0	0.9741935483870968	False
MRSS_00623	0	NaN	903	WP_011410520.1	300.0	300.0	1.0	False
MRSS_00624	0	NaN	243	WP_011410521.1	80.0	82.0	0.975609756097561	False
MRSS_00625	0	NaN	684	WP_011411621.1	227.0	227.0	1.0	False
MRSS_00626	0	NaN	345	WP_011410969.1	114.0	114.0	1.0	False
MRSS_00627	0	NaN	435	WP_011411999.1	144.0	143.0	1.006993006993007	False
MRSS_00628	0	NaN	447	WP_011411997.1	148.0	156.0	0.9487179487179488	False
MRSS_00629	0	NaN	1113	WP_011411398.1	370.0	377.0	0.9814323607427056	False
MRSS_00630	0	NaN	126	WP_011411445.1	41.0	306.0	0.1339869281045751	True
MRSS_00631	0	NaN	162	WP_011411504.1	53.0	329.0	0.1610942249240121	True
MRSS_00632	0	NaN	1824	WP_011411503.1	607.0	678.0	0.8952802359882006	False
MRSS_00633	0	NaN	327	WP_011409944.1	108.0	84.0	1.2857142857142858	False
MRSS_00634	0	NaN	570	WP_011411603.1	189.0	466.0	0.4055793991416309	True
MRSS_00635	0	NaN	246	WP_011411603.1	81.0	466.0	0.1738197424892703	True
MRSS_00636	0	NaN	2010	WP_011410768.1	669.0	669.0	1.0	False
MRSS_00637	0	NaN	951	WP_011411538.1	316.0	316.0	1.0	False
MRSS_00638	0	NaN	1995	WP_011411539.1	664.0	664.0	1.0	False
MRSS_00639	0	NaN	627	WP_011411733.1	208.0	405.0	0.5135802469135803	True
MRSS_00640	0	NaN	354	WP_011411733.1	117.0	405.0	0.2888888888888888	True
MRSS_00641	0	NaN	1146	WP_011411734.1	381.0	392.0	0.971938775510204	False
MRSS_00642	0	NaN	1320	WP_011411735.1	439.0	439.0	1.0	False
MRSS_00643	0	NaN	321	WP_011411737.1	106.0	109.0	0.9724770642201837	False
MRSS_00644	0	NaN	105	WP_158302414.1	34.0	145.0	0.2344827586206896	True
MRSS_00645	0	NaN	243	WP_011410889.1	80.0	203.0	0.3940886699507389	True
MRSS_00646	0	NaN	375	WP_011410532.1	124.0	105.0	1.180952380952381	False
MRSS_00647	0	NaN	1305	WP_011410533.1	434.0	434.0	1.0	False
MRSS_00648	0	NaN	624	WP_011410534.1	207.0	207.0	1.0	False
MRSS_00649	0	NaN	1275	WP_011410535.1	424.0	424.0	1.0	False
MRSS_00650	0	NaN	2361	WP_011410536.1	786.0	784.0	1.0025510204081634	False
MRSS_00651	0	NaN	273	WP_011410537.1	90.0	90.0	1.0	False
MRSS_00652	0	NaN	1908	WP_011410538.1	635.0	617.0	1.0291734197730955	False
MRSS_00653	0	NaN	693	WP_011410539.1	230.0	231.0	0.9956709956709956	False
MRSS_00654	0	NaN	996	WP_011410296.1	331.0	324.0	1.021604938271605	False
MRSS_00655	0	NaN	1617	WP_424141138.1	538.0	527.0	1.0208728652751422	False
MRSS_00656	0	NaN	699	WP_011410294.1	232.0	232.0	1.0	False
MRSS_00657	1	37.0	384	NaN	NaN	NaN	NaN	True
MRSS_00658	0	NaN	483	WP_011411628.1	160.0	160.0	1.0	False
MRSS_00659	0	NaN	435	WP_011411627.1	144.0	144.0	1.0	False
MRSS_00660	0	NaN	354	WP_011411625.1	117.0	116.0	1.0086206896551724	False
MRSS_00661	0	NaN	144	WP_011412237.1	47.0	47.0	1.0	False
MRSS_00662	0	NaN	360	WP_011412236.1	119.0	119.0	1.0	False
MRSS_00663	0	NaN	1629	WP_011412234.1	542.0	547.0	0.9908592321755028	False
MRSS_00664	0	NaN	1383	WP_011412233.1	460.0	454.0	1.013215859030837	False
MRSS_00665	0	NaN	1524	WP_011409940.1	507.0	532.0	0.9530075187969924	False
MRSS_00666	0	NaN	744	WP_011410706.1	247.0	247.0	1.0	False
MRSS_00667	0	NaN	789	WP_011411333.1	262.0	262.0	1.0	False
MRSS_00668	0	NaN	1479	WP_011412136.1	492.0	527.0	0.9335863377609108	False
